dateTime;Temperature;Pressure;Humidity;windSpeed;windDegree
2018-06-07 06:10:00;19.56;1014.92;49.20;1.31;46.62 
2018-06-07 06:20:00;19.72;1014.92;49.92;1.32;46.69 
2018-06-07 06:30:00;19.87;1014.93;50.64;1.33;46.76 
2018-06-07 06:40:00;20.03;1014.94;51.36;1.33;46.82 
2018-06-07 06:50:00;20.18;1014.94;52.08;1.34;46.89 
2018-06-07 07:00:00;20.33;1014.95;52.80;1.34;46.96 
2018-06-07 07:10:00;20.49;1014.96;53.52;1.35;47.03 
2018-06-07 07:20:00;20.64;1014.96;54.24;1.35;47.10 
2018-06-07 07:30:00;20.80;1014.97;54.96;1.36;47.17 
2018-06-07 07:40:00;20.95;1014.98;55.68;1.37;47.24 
2018-06-07 07:50:00;21.10;1014.98;56.40;1.37;47.31 
2018-06-07 08:00:00;21.26;1014.99;57.12;1.38;47.38 
2018-06-07 08:10:00;21.41;1015.00;57.84;1.38;47.45 
2018-06-07 08:20:00;21.57;1015.00;58.56;1.39;47.51 
2018-06-07 08:30:00;21.72;1015.01;59.28;1.39;47.58 
2018-06-07 08:40:00;21.87;1015.02;60.00;1.40;47.65 
2018-06-07 08:50:00;22.03;1015.02;60.72;1.41;47.72 
2018-06-07 09:00:00;22.18;1015.03;61.44;1.41;47.79 
2018-06-07 09:10:00;22.33;1015.04;62.16;1.42;47.86 
2018-06-07 09:20:00;22.49;1015.04;62.88;1.42;47.93 
2018-06-07 09:30:00;22.64;1015.05;63.60;1.43;48.00 
2018-06-07 09:40:00;22.80;1015.06;64.32;1.43;48.07 
2018-06-07 09:50:00;22.95;1015.06;65.04;1.44;48.14 
2018-06-07 10:00:00;23.10;1015.07;65.76;1.45;48.21 
2018-06-07 10:10:00;23.26;1015.08;66.49;1.45;48.27 
2018-06-07 10:20:00;23.41;1015.08;67.21;1.46;48.34 
2018-06-07 10:30:00;23.57;1015.09;67.93;1.46;48.41 
2018-06-07 10:40:00;23.72;1015.10;68.65;1.47;48.48 
2018-06-07 10:50:00;23.87;1015.10;69.37;1.47;48.55 
2018-06-07 11:00:00;24.03;1015.11;70.09;1.48;48.62 
2018-06-07 11:10:00;24.18;1015.12;70.81;1.48;48.69 
2018-06-07 11:20:00;24.34;1015.12;71.53;1.49;48.76 
2018-06-07 11:30:00;24.49;1015.13;72.25;1.50;48.83 
2018-06-07 11:40:00;24.64;1015.14;72.97;1.50;48.90 
2018-06-07 11:50:00;24.80;1015.14;73.69;1.51;48.96 
2018-06-07 12:00:00;24.95;1015.15;74.41;1.51;49.03 
2018-06-07 12:10:00;25.10;1015.16;75.13;1.52;49.10 
2018-06-07 12:20:00;25.26;1015.16;75.85;1.52;49.17 
2018-06-07 12:30:00;25.41;1015.17;76.57;1.53;49.24 
2018-06-07 12:40:00;25.57;1015.18;77.29;1.54;49.31 
2018-06-07 12:50:00;25.72;1015.18;78.01;1.54;49.38 
2018-06-07 13:00:00;25.87;1015.19;78.73;1.55;49.45 
2018-06-07 13:10:00;26.03;1015.20;79.45;1.55;49.52 
2018-06-07 13:20:00;26.18;1015.20;80.17;1.56;49.59 
2018-06-07 13:30:00;26.34;1015.21;80.89;1.56;49.65 
2018-06-07 13:40:00;26.49;1015.22;81.61;1.57;49.72 
2018-06-07 13:50:00;26.64;1015.22;82.33;1.58;49.79 
2018-06-07 14:00:00;26.80;1015.23;83.05;1.58;49.86 
2018-06-07 14:10:00;26.95;1015.24;83.78;1.59;49.93 
2018-06-07 14:20:00;27.11;1015.24;84.50;1.59;50.00 
2018-06-07 14:30:00;27.26;1015.25;85.22;1.60;50.07 
2018-06-07 14:40:00;27.41;1015.26;85.94;1.60;50.14 
2018-06-07 14:50:00;27.57;1015.26;86.66;1.61;50.21 
2018-06-07 15:00:00;27.72;1015.27;87.38;1.62;50.28 
2018-06-07 15:10:00;27.87;1015.28;88.10;1.62;50.34 
2018-06-07 15:20:00;28.03;1015.28;88.82;1.63;50.41 
2018-06-07 15:30:00;28.18;1015.29;89.54;1.63;50.48 
2018-06-07 15:40:00;28.34;1015.30;90.26;1.64;50.55 
2018-06-07 15:50:00;28.49;1015.30;90.98;1.64;50.62 
2018-06-07 16:00:00;28.29;1015.31;91.70;1.65;50.69 
2018-06-07 16:10:00;28.09;1015.30;90.71;1.64;50.45 
2018-06-07 16:20:00;27.89;1015.29;89.72;1.64;50.20 
2018-06-07 16:30:00;27.69;1015.27;88.73;1.63;49.96 
2018-06-07 16:40:00;27.48;1015.26;87.75;1.63;49.71 
2018-06-07 16:50:00;27.28;1015.25;86.76;1.62;49.47 
2018-06-07 17:00:00;27.08;1015.24;85.77;1.62;49.23 
2018-06-07 17:10:00;26.88;1015.22;84.78;1.61;48.98 
2018-06-07 17:20:00;26.68;1015.21;83.79;1.60;48.74 
2018-06-07 17:30:00;26.48;1015.20;82.80;1.60;48.49 
2018-06-07 17:40:00;26.28;1015.19;81.81;1.59;48.25 
2018-06-07 17:50:00;26.08;1015.17;80.83;1.59;48.00 
2018-06-07 18:00:00;25.88;1015.16;79.84;1.58;47.76 
2018-06-07 18:10:00;25.67;1015.15;78.85;1.58;47.52 
2018-06-07 18:20:00;25.47;1015.14;77.86;1.57;47.27 
2018-06-07 18:30:00;25.27;1015.13;76.87;1.56;47.03 
2018-06-07 18:40:00;25.07;1015.11;75.88;1.56;46.78 
2018-06-07 18:50:00;24.87;1015.10;74.89;1.55;46.54 
2018-06-07 19:00:00;24.67;1015.09;73.91;1.55;46.30 
2018-06-07 19:10:00;24.47;1015.08;72.92;1.54;46.05 
2018-06-07 19:20:00;24.27;1015.06;71.93;1.54;45.81 
2018-06-07 19:30:00;24.07;1015.05;70.94;1.53;45.56 
2018-06-07 19:40:00;23.86;1015.04;69.95;1.52;45.32 
2018-06-07 19:50:00;23.66;1015.03;68.96;1.52;45.07 
2018-06-07 20:00:00;23.46;1015.01;67.97;1.51;44.83 
2018-06-07 20:10:00;23.26;1015.00;66.98;1.51;44.59 
2018-06-07 20:20:00;23.06;1014.99;66.00;1.50;44.34 
2018-06-07 20:30:00;22.86;1014.98;65.01;1.50;44.10 
2018-06-07 20:40:00;22.66;1014.96;64.02;1.49;43.85 
2018-06-07 20:50:00;22.46;1014.95;63.03;1.48;43.61 
2018-06-07 21:00:00;22.26;1014.94;62.04;1.48;43.37 
2018-06-07 21:10:00;22.05;1014.93;61.05;1.47;43.12 
2018-06-07 21:20:00;21.85;1014.92;60.06;1.47;42.88 
2018-06-07 21:30:00;21.65;1014.90;59.08;1.46;42.63 
2018-06-07 21:40:00;21.45;1014.89;58.09;1.46;42.39 
2018-06-07 21:50:00;21.25;1014.88;57.10;1.45;42.14 
2018-06-07 22:00:00;21.05;1014.87;56.11;1.45;41.90 
2018-06-07 22:10:00;20.85;1014.85;55.12;1.44;41.66 
2018-06-07 22:20:00;20.65;1014.84;54.13;1.43;41.41 
2018-06-07 22:30:00;20.45;1014.83;53.14;1.43;41.17 
2018-06-07 22:40:00;20.24;1014.82;52.16;1.42;40.92 
2018-06-07 22:50:00;20.04;1014.80;51.17;1.42;40.68 
2018-06-07 23:00:00;19.84;1014.79;50.18;1.41;40.44 
2018-06-07 23:10:00;19.64;1014.78;49.19;1.41;40.19 
2018-06-07 23:20:00;19.44;1014.77;48.20;1.40;39.95 
2018-06-07 23:30:00;19.24;1014.75;47.21;1.39;39.70 
2018-06-07 23:40:00;19.04;1014.74;46.22;1.39;39.46 
2018-06-07 23:50:00;18.84;1014.73;45.24;1.38;39.21 
2018-06-08 00:00:00;18.64;1014.72;44.25;1.38;38.97 
2018-06-08 00:10:00;18.43;1014.70;43.26;1.37;38.73 
2018-06-08 00:20:00;18.23;1014.69;42.27;1.37;38.48 
2018-06-08 00:30:00;18.03;1014.68;41.28;1.36;38.24 
2018-06-08 00:40:00;17.83;1014.67;40.29;1.35;37.99 
2018-06-08 00:50:00;17.63;1014.66;39.30;1.35;37.75 
2018-06-08 01:00:00;17.43;1014.64;38.32;1.34;37.51 
2018-06-08 01:10:00;17.23;1014.63;37.33;1.34;37.26 
2018-06-08 01:20:00;17.03;1014.62;36.34;1.33;37.02 
2018-06-08 01:30:00;16.83;1014.61;35.35;1.33;36.77 
2018-06-08 01:40:00;16.62;1014.59;34.36;1.32;36.53 
2018-06-08 01:50:00;16.42;1014.58;33.37;1.31;36.28 
2018-06-08 02:00:00;16.22;1014.57;32.38;1.31;36.04 
2018-06-08 02:10:00;16.02;1014.56;31.39;1.30;35.80 
2018-06-08 02:20:00;15.82;1014.54;30.41;1.30;35.55 
2018-06-08 02:30:00;15.62;1014.53;29.42;1.29;35.31 
2018-06-08 02:40:00;15.42;1014.52;28.43;1.29;35.06 
2018-06-08 02:50:00;15.22;1014.51;27.44;1.28;34.82 
2018-06-08 03:00:00;15.02;1014.49;26.45;1.27;34.58 
2018-06-08 03:10:00;14.81;1014.48;25.46;1.27;34.33 
2018-06-08 03:20:00;14.61;1014.47;24.47;1.26;34.09 
2018-06-08 03:30:00;14.41;1014.46;23.49;1.26;33.84 
2018-06-08 03:40:00;14.21;1014.44;22.50;1.25;33.60 
2018-06-08 03:50:00;14.01;1014.43;21.51;1.25;33.35 
2018-06-08 04:00:00;14.24;1014.42;20.52;1.24;33.11 
2018-06-08 04:10:00;14.46;1014.44;21.46;1.25;32.81 
2018-06-08 04:20:00;14.69;1014.45;22.35;1.26;32.84 
2018-06-08 04:30:00;14.91;1014.47;23.24;1.26;32.87 
2018-06-08 04:40:00;15.14;1014.48;24.13;1.27;32.90 
2018-06-08 04:50:00;15.37;1014.50;25.03;1.27;32.92 
2018-06-08 05:00:00;15.59;1014.52;25.92;1.28;32.95 
2018-06-08 05:10:00;15.82;1014.53;26.81;1.29;32.98 
2018-06-08 05:20:00;16.04;1014.55;27.71;1.29;33.01 
2018-06-08 05:30:00;16.27;1014.56;28.60;1.30;33.04 
2018-06-08 05:40:00;16.50;1014.58;29.49;1.30;33.07 
2018-06-08 05:50:00;16.72;1014.59;30.38;1.31;33.10 
2018-06-08 06:00:00;16.95;1014.61;31.28;1.31;33.13 
2018-06-08 06:10:00;17.17;1014.62;32.17;1.32;33.16 
2018-06-08 06:20:00;17.40;1014.64;33.06;1.33;33.19 
2018-06-08 06:30:00;17.63;1014.65;33.95;1.33;33.22 
2018-06-08 06:40:00;17.85;1014.67;34.85;1.34;33.25 
2018-06-08 06:50:00;18.08;1014.68;35.74;1.34;33.28 
2018-06-08 07:00:00;18.30;1014.70;36.63;1.35;33.31 
2018-06-08 07:10:00;18.53;1014.72;37.53;1.35;33.33 
2018-06-08 07:20:00;18.76;1014.73;38.42;1.36;33.36 
2018-06-08 07:30:00;18.98;1014.75;39.31;1.37;33.39 
2018-06-08 07:40:00;19.21;1014.76;40.20;1.37;33.42 
2018-06-08 07:50:00;19.43;1014.78;41.10;1.38;33.45 
2018-06-08 08:00:00;19.66;1014.79;41.99;1.38;33.48 
2018-06-08 08:10:00;19.89;1014.81;42.88;1.39;33.51 
2018-06-08 08:20:00;20.11;1014.82;43.78;1.39;33.54 
2018-06-08 08:30:00;20.34;1014.84;44.67;1.40;33.57 
2018-06-08 08:40:00;20.56;1014.85;45.56;1.41;33.60 
2018-06-08 08:50:00;20.79;1014.87;46.45;1.41;33.63 
2018-06-08 09:00:00;21.02;1014.89;47.35;1.42;33.66 
2018-06-08 09:10:00;21.24;1014.90;48.24;1.42;33.69 
2018-06-08 09:20:00;21.47;1014.92;49.13;1.43;33.72 
2018-06-08 09:30:00;21.69;1014.93;50.02;1.43;33.75 
2018-06-08 09:40:00;21.92;1014.95;50.92;1.44;33.77 
2018-06-08 09:50:00;22.15;1014.96;51.81;1.45;33.80 
2018-06-08 10:00:00;22.37;1014.98;52.70;1.45;33.83 
2018-06-08 10:10:00;22.60;1014.99;53.60;1.46;33.86 
2018-06-08 10:20:00;22.82;1015.01;54.49;1.46;33.89 
2018-06-08 10:30:00;23.05;1015.02;55.38;1.47;33.92 
2018-06-08 10:40:00;23.27;1015.04;56.27;1.47;33.95 
2018-06-08 10:50:00;23.50;1015.05;57.17;1.48;33.98 
2018-06-08 11:00:00;23.73;1015.07;58.06;1.49;34.01 
2018-06-08 11:10:00;23.95;1015.09;58.95;1.49;34.04 
2018-06-08 11:20:00;24.18;1015.10;59.85;1.50;34.07 
2018-06-08 11:30:00;24.40;1015.12;60.74;1.50;34.10 
2018-06-08 11:40:00;24.63;1015.13;61.63;1.51;34.13 
2018-06-08 11:50:00;24.86;1015.15;62.52;1.51;34.16 
2018-06-08 12:00:00;25.08;1015.16;63.42;1.52;34.18 
2018-06-08 12:10:00;25.31;1015.18;64.31;1.52;34.21 
2018-06-08 12:20:00;25.53;1015.19;65.20;1.53;34.24 
2018-06-08 12:30:00;25.76;1015.21;66.09;1.54;34.27 
2018-06-08 12:40:00;25.99;1015.22;66.99;1.54;34.30 
2018-06-08 12:50:00;26.21;1015.24;67.88;1.55;34.33 
2018-06-08 13:00:00;26.44;1015.26;68.77;1.55;34.36 
2018-06-08 13:10:00;26.66;1015.27;69.67;1.56;34.39 
2018-06-08 13:20:00;26.89;1015.29;70.56;1.56;34.42 
2018-06-08 13:30:00;27.12;1015.30;71.45;1.57;34.45 
2018-06-08 13:40:00;27.34;1015.32;72.34;1.58;34.48 
2018-06-08 13:50:00;27.57;1015.33;73.24;1.58;34.51 
2018-06-08 14:00:00;27.79;1015.35;74.13;1.59;34.54 
2018-06-08 14:10:00;28.02;1015.36;75.02;1.59;34.57 
2018-06-08 14:20:00;28.25;1015.38;75.92;1.60;34.59 
2018-06-08 14:30:00;28.47;1015.39;76.81;1.60;34.62 
2018-06-08 14:40:00;28.70;1015.41;77.70;1.61;34.65 
2018-06-08 14:50:00;28.92;1015.42;78.59;1.62;34.68 
2018-06-08 15:00:00;29.15;1015.44;79.49;1.62;34.71 
2018-06-08 15:10:00;29.38;1015.46;80.38;1.63;34.74 
2018-06-08 15:20:00;29.60;1015.47;81.27;1.63;34.77 
2018-06-08 15:30:00;29.83;1015.49;82.16;1.64;34.80 
2018-06-08 15:40:00;30.05;1015.50;83.06;1.64;34.83 
2018-06-08 15:50:00;30.28;1015.52;83.95;1.65;34.86 
2018-06-08 16:00:00;30.07;1015.72;87.90;2.07;11.32 
2018-06-08 16:10:00;29.86;1015.71;87.42;2.08;11.38 
2018-06-08 16:20:00;29.64;1015.69;86.94;2.08;11.43 
2018-06-08 16:30:00;29.43;1015.68;86.45;2.09;11.49 
2018-06-08 16:40:00;29.22;1015.66;85.97;2.09;11.54 
2018-06-08 16:50:00;29.01;1015.65;85.49;2.10;11.60 
2018-06-08 17:00:00;28.80;1015.64;85.01;2.11;11.66 
2018-06-08 17:10:00;28.58;1015.62;84.52;2.11;11.71 
2018-06-08 17:20:00;28.37;1015.61;84.04;2.12;11.77 
2018-06-08 17:30:00;28.16;1015.60;83.56;2.13;11.82 
2018-06-08 17:40:00;27.95;1015.58;83.08;2.13;11.88 
2018-06-08 17:50:00;27.74;1015.57;82.59;2.14;11.93 
2018-06-08 18:00:00;27.52;1015.55;82.11;2.14;11.99 
2018-06-08 18:10:00;27.31;1015.54;81.63;2.15;12.05 
2018-06-08 18:20:00;27.10;1015.53;81.15;2.16;12.10 
2018-06-08 18:30:00;26.89;1015.51;80.66;2.16;12.16 
2018-06-08 18:40:00;26.67;1015.50;80.18;2.17;12.21 
2018-06-08 18:50:00;26.46;1015.48;79.70;2.17;12.27 
2018-06-08 19:00:00;26.25;1015.47;79.22;2.18;12.33 
2018-06-08 19:10:00;26.04;1015.46;78.74;2.19;12.38 
2018-06-08 19:20:00;25.83;1015.44;78.25;2.19;12.44 
2018-06-08 19:30:00;25.61;1015.43;77.77;2.20;12.49 
2018-06-08 19:40:00;25.40;1015.41;77.29;2.20;12.55 
2018-06-08 19:50:00;25.19;1015.40;76.81;2.21;12.60 
2018-06-08 20:00:00;24.98;1015.39;76.32;2.22;12.66 
2018-06-08 20:10:00;24.77;1015.37;75.84;2.22;12.72 
2018-06-08 20:20:00;24.55;1015.36;75.36;2.23;12.77 
2018-06-08 20:30:00;24.34;1015.35;74.88;2.24;12.83 
2018-06-08 20:40:00;24.13;1015.33;74.39;2.24;12.88 
2018-06-08 20:50:00;23.92;1015.32;73.91;2.25;12.94 
2018-06-08 21:00:00;23.71;1015.30;73.43;2.25;13.00 
2018-06-08 21:10:00;23.49;1015.29;72.95;2.26;13.05 
2018-06-08 21:20:00;23.28;1015.28;72.46;2.27;13.11 
2018-06-08 21:30:00;23.07;1015.26;71.98;2.27;13.16 
2018-06-08 21:40:00;22.86;1015.25;71.50;2.28;13.22 
2018-06-08 21:50:00;22.65;1015.23;71.02;2.28;13.27 
2018-06-08 22:00:00;22.43;1015.22;70.53;2.29;13.33 
2018-06-08 22:10:00;22.22;1015.21;70.05;2.30;13.39 
2018-06-08 22:20:00;22.01;1015.19;69.57;2.30;13.44 
2018-06-08 22:30:00;21.80;1015.18;69.09;2.31;13.50 
2018-06-08 22:40:00;21.58;1015.16;68.61;2.31;13.55 
2018-06-08 22:50:00;21.37;1015.15;68.12;2.32;13.61 
2018-06-08 23:00:00;21.16;1015.14;67.64;2.33;13.67 
2018-06-08 23:10:00;20.95;1015.12;67.16;2.33;13.72 
2018-06-08 23:20:00;20.74;1015.11;66.68;2.34;13.78 
2018-06-08 23:30:00;20.52;1015.10;66.19;2.35;13.83 
2018-06-08 23:40:00;20.31;1015.08;65.71;2.35;13.89 
2018-06-08 23:50:00;20.10;1015.07;65.23;2.36;13.94 
2018-06-09 00:00:00;19.89;1015.05;64.75;2.36;14.00 
2018-06-09 00:10:00;19.68;1015.04;64.26;2.37;14.06 
2018-06-09 00:20:00;19.46;1015.03;63.78;2.38;14.11 
2018-06-09 00:30:00;19.25;1015.01;63.30;2.38;14.17 
2018-06-09 00:40:00;19.04;1015.00;62.82;2.39;14.22 
2018-06-09 00:50:00;18.83;1014.98;62.33;2.39;14.28 
2018-06-09 01:00:00;18.62;1014.97;61.85;2.40;14.34 
2018-06-09 01:10:00;18.40;1014.96;61.37;2.41;14.39 
2018-06-09 01:20:00;18.19;1014.94;60.89;2.41;14.45 
2018-06-09 01:30:00;17.98;1014.93;60.41;2.42;14.50 
2018-06-09 01:40:00;17.77;1014.91;59.92;2.42;14.56 
2018-06-09 01:50:00;17.56;1014.90;59.44;2.43;14.61 
2018-06-09 02:00:00;17.34;1014.89;58.96;2.44;14.67 
2018-06-09 02:10:00;17.13;1014.87;58.48;2.44;14.73 
2018-06-09 02:20:00;16.92;1014.86;57.99;2.45;14.78 
2018-06-09 02:30:00;16.71;1014.85;57.51;2.46;14.84 
2018-06-09 02:40:00;16.49;1014.83;57.03;2.46;14.89 
2018-06-09 02:50:00;16.28;1014.82;56.55;2.47;14.95 
2018-06-09 03:00:00;16.07;1014.80;56.06;2.47;15.01 
2018-06-09 03:10:00;15.86;1014.79;55.58;2.48;15.06 
2018-06-09 03:20:00;15.65;1014.78;55.10;2.49;15.12 
2018-06-09 03:30:00;15.43;1014.76;54.62;2.49;15.17 
2018-06-09 03:40:00;15.22;1014.75;54.13;2.50;15.23 
2018-06-09 03:50:00;15.01;1014.73;53.65;2.50;15.28 
2018-06-09 04:00:00;15.26;1014.72;53.17;2.51;15.34 
2018-06-09 04:10:00;15.50;1014.74;53.62;2.52;15.44 
2018-06-09 04:20:00;15.75;1014.75;54.07;2.52;15.53 
2018-06-09 04:30:00;15.99;1014.77;54.52;2.53;15.63 
2018-06-09 04:40:00;16.24;1014.78;54.97;2.53;15.73 
2018-06-09 04:50:00;16.48;1014.80;55.42;2.54;15.82 
2018-06-09 05:00:00;16.73;1014.81;55.86;2.54;15.92 
2018-06-09 05:10:00;16.97;1014.83;56.31;2.55;16.01 
2018-06-09 05:20:00;17.22;1014.84;56.76;2.55;16.11 
2018-06-09 05:30:00;17.47;1014.86;57.21;2.56;16.21 
2018-06-09 05:40:00;17.71;1014.87;57.66;2.57;16.30 
2018-06-09 05:50:00;17.96;1014.89;58.11;2.57;16.40 
2018-06-09 06:00:00;18.20;1014.91;58.56;2.58;16.50 
2018-06-09 06:10:00;18.45;1014.92;59.01;2.58;16.59 
2018-06-09 06:20:00;18.69;1014.94;59.46;2.59;16.69 
2018-06-09 06:30:00;18.94;1014.95;59.91;2.59;16.78 
2018-06-09 06:40:00;19.18;1014.97;60.35;2.60;16.88 
2018-06-09 06:50:00;19.43;1014.98;60.80;2.60;16.98 
2018-06-09 07:00:00;19.68;1015.00;61.25;2.61;17.07 
2018-06-09 07:10:00;19.92;1015.01;61.70;2.62;17.17 
2018-06-09 07:20:00;20.17;1015.03;62.15;2.62;17.27 
2018-06-09 07:30:00;20.41;1015.04;62.60;2.63;17.36 
2018-06-09 07:40:00;20.66;1015.06;63.05;2.63;17.46 
2018-06-09 07:50:00;20.90;1015.07;63.50;2.64;17.55 
2018-06-09 08:00:00;21.15;1015.09;63.95;2.64;17.65 
2018-06-09 08:10:00;21.39;1015.11;64.40;2.65;17.75 
2018-06-09 08:20:00;21.64;1015.12;64.84;2.65;17.84 
2018-06-09 08:30:00;21.89;1015.14;65.29;2.66;17.94 
2018-06-09 08:40:00;22.13;1015.15;65.74;2.67;18.04 
2018-06-09 08:50:00;22.38;1015.17;66.19;2.67;18.13 
2018-06-09 09:00:00;22.62;1015.18;66.64;2.68;18.23 
2018-06-09 09:10:00;22.87;1015.20;67.09;2.68;18.32 
2018-06-09 09:20:00;23.11;1015.21;67.54;2.69;18.42 
2018-06-09 09:30:00;23.36;1015.23;67.99;2.69;18.52 
2018-06-09 09:40:00;23.60;1015.24;68.44;2.70;18.61 
2018-06-09 09:50:00;23.85;1015.26;68.89;2.70;18.71 
2018-06-09 10:00:00;24.10;1015.28;69.34;2.71;18.81 
2018-06-09 10:10:00;24.34;1015.29;69.78;2.72;18.90 
2018-06-09 10:20:00;24.59;1015.31;70.23;2.72;19.00 
2018-06-09 10:30:00;24.83;1015.32;70.68;2.73;19.09 
2018-06-09 10:40:00;25.08;1015.34;71.13;2.73;19.19 
2018-06-09 10:50:00;25.32;1015.35;71.58;2.74;19.29 
2018-06-09 11:00:00;25.57;1015.37;72.03;2.74;19.38 
2018-06-09 11:10:00;25.81;1015.38;72.48;2.75;19.48 
2018-06-09 11:20:00;26.06;1015.40;72.93;2.75;19.58 
2018-06-09 11:30:00;26.31;1015.41;73.38;2.76;19.67 
2018-06-09 11:40:00;26.55;1015.43;73.83;2.77;19.77 
2018-06-09 11:50:00;26.80;1015.44;74.27;2.77;19.86 
2018-06-09 12:00:00;27.04;1015.46;74.72;2.78;19.96 
2018-06-09 12:10:00;27.29;1015.48;75.17;2.78;20.06 
2018-06-09 12:20:00;27.53;1015.49;75.62;2.79;20.15 
2018-06-09 12:30:00;27.78;1015.51;76.07;2.79;20.25 
2018-06-09 12:40:00;28.02;1015.52;76.52;2.80;20.35 
2018-06-09 12:50:00;28.27;1015.54;76.97;2.80;20.44 
2018-06-09 13:00:00;28.52;1015.55;77.42;2.81;20.54 
2018-06-09 13:10:00;28.76;1015.57;77.87;2.82;20.63 
2018-06-09 13:20:00;29.01;1015.58;78.32;2.82;20.73 
2018-06-09 13:30:00;29.25;1015.60;78.76;2.83;20.83 
2018-06-09 13:40:00;29.50;1015.61;79.21;2.83;20.92 
2018-06-09 13:50:00;29.74;1015.63;79.66;2.84;21.02 
2018-06-09 14:00:00;29.99;1015.65;80.11;2.84;21.12 
2018-06-09 14:10:00;30.23;1015.66;80.56;2.85;21.21 
2018-06-09 14:20:00;30.48;1015.68;81.01;2.85;21.31 
2018-06-09 14:30:00;30.73;1015.69;81.46;2.86;21.40 
2018-06-09 14:40:00;30.97;1015.71;81.91;2.87;21.50 
2018-06-09 14:50:00;31.22;1015.72;82.36;2.87;21.60 
2018-06-09 15:00:00;31.46;1015.74;82.81;2.88;21.69 
2018-06-09 15:10:00;31.71;1015.75;83.25;2.88;21.79 
2018-06-09 15:20:00;31.95;1015.77;83.70;2.89;21.89 
2018-06-09 15:30:00;32.20;1015.78;84.15;2.89;21.98 
2018-06-09 15:40:00;32.44;1015.80;84.60;2.90;22.08 
2018-06-09 15:50:00;32.69;1015.81;85.05;2.90;22.17 
2018-06-09 16:00:00;32.48;1015.83;85.50;2.91;22.27 
2018-06-09 16:10:00;32.28;1015.82;84.87;2.89;22.60 
2018-06-09 16:20:00;32.07;1015.80;84.23;2.86;22.92 
2018-06-09 16:30:00;31.86;1015.79;83.60;2.84;23.25 
2018-06-09 16:40:00;31.66;1015.77;82.96;2.82;23.57 
2018-06-09 16:50:00;31.45;1015.76;82.33;2.79;23.90 
2018-06-09 17:00:00;31.24;1015.75;81.69;2.77;24.22 
2018-06-09 17:10:00;31.04;1015.73;81.06;2.75;24.55 
2018-06-09 17:20:00;30.83;1015.72;80.43;2.72;24.88 
2018-06-09 17:30:00;30.62;1015.71;79.79;2.70;25.20 
2018-06-09 17:40:00;30.42;1015.69;79.16;2.68;25.53 
2018-06-09 17:50:00;30.21;1015.68;78.52;2.65;25.85 
2018-06-09 18:00:00;30.00;1015.66;77.89;2.63;26.18 
2018-06-09 18:10:00;29.80;1015.65;77.25;2.61;26.50 
2018-06-09 18:20:00;29.59;1015.64;76.62;2.59;26.83 
2018-06-09 18:30:00;29.38;1015.62;75.99;2.56;27.16 
2018-06-09 18:40:00;29.18;1015.61;75.35;2.54;27.48 
2018-06-09 18:50:00;28.97;1015.59;74.72;2.52;27.81 
2018-06-09 19:00:00;28.76;1015.58;74.08;2.49;28.13 
2018-06-09 19:10:00;28.56;1015.57;73.45;2.47;28.46 
2018-06-09 19:20:00;28.35;1015.55;72.81;2.45;28.78 
2018-06-09 19:30:00;28.14;1015.54;72.18;2.42;29.11 
2018-06-09 19:40:00;27.94;1015.52;71.55;2.40;29.44 
2018-06-09 19:50:00;27.73;1015.51;70.91;2.38;29.76 
2018-06-09 20:00:00;27.52;1015.50;70.28;2.35;30.09 
2018-06-09 20:10:00;27.32;1015.48;69.64;2.33;30.41 
2018-06-09 20:20:00;27.11;1015.47;69.01;2.31;30.74 
2018-06-09 20:30:00;26.90;1015.46;68.37;2.28;31.06 
2018-06-09 20:40:00;26.70;1015.44;67.74;2.26;31.39 
2018-06-09 20:50:00;26.49;1015.43;67.11;2.24;31.72 
2018-06-09 21:00:00;26.28;1015.41;66.47;2.21;32.04 
2018-06-09 21:10:00;26.08;1015.40;65.84;2.19;32.37 
2018-06-09 21:20:00;25.87;1015.39;65.20;2.17;32.69 
2018-06-09 21:30:00;25.66;1015.37;64.57;2.14;33.02 
2018-06-09 21:40:00;25.46;1015.36;63.93;2.12;33.34 
2018-06-09 21:50:00;25.25;1015.34;63.30;2.10;33.67 
2018-06-09 22:00:00;25.04;1015.33;62.67;2.08;34.00 
2018-06-09 22:10:00;24.84;1015.32;62.03;2.05;34.32 
2018-06-09 22:20:00;24.63;1015.30;61.40;2.03;34.65 
2018-06-09 22:30:00;24.42;1015.29;60.76;2.01;34.97 
2018-06-09 22:40:00;24.22;1015.27;60.13;1.98;35.30 
2018-06-09 22:50:00;24.01;1015.26;59.49;1.96;35.62 
2018-06-09 23:00:00;23.80;1015.25;58.86;1.94;35.95 
2018-06-09 23:10:00;23.60;1015.23;58.22;1.91;36.27 
2018-06-09 23:20:00;23.39;1015.22;57.59;1.89;36.60 
2018-06-09 23:30:00;23.18;1015.21;56.96;1.87;36.93 
2018-06-09 23:40:00;22.98;1015.19;56.32;1.84;37.25 
2018-06-09 23:50:00;22.77;1015.18;55.69;1.82;37.58 
2018-06-10 00:00:00;22.56;1015.16;55.05;1.80;37.90 
2018-06-10 00:10:00;22.36;1015.15;54.42;1.77;38.23 
2018-06-10 00:20:00;22.15;1015.14;53.78;1.75;38.55 
2018-06-10 00:30:00;21.94;1015.12;53.15;1.73;38.88 
